"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option ","Aditya Birla Sun Life Mutual Fund","Balanced","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","0.9","1.8","4.8","14.0","21.3","12.0","14.0","47","56","56","56","26","18","31","7.5","-1.8","0.6","4.7","-3.1","2.9","8.8","-0.3","13.9","1.9","2.0","7.5","-0.6","3.5","-1.9","2.6","-0.5","2.8","4.2","7.3","16.4","16.5","3.9","28.8","5.7","53.58 (Jan 15, 18)","46.64 (Jan 20, 17)","HDFC Bank","Infosys","ITC","Tata Motors","HDFC","Reliance","Hindalco","ICICI Bank","Bharti Airtel","Maruti Suzuki","Banking/Finance","Technology","Tobacco","Automotive","Banking/Finance","Oil & Gas","Metals & Mining","Banking/Finance","Telecom","Automotive","9.87","6.53","5.80","5.49","5.08","4.98","4.94","4.55","4.45","3.67","4.82","3.19","2.83","2.68","2.48","2.43","2.41","2.22","2.17","1.79",65.05,5.39,13.78,"N.A",0,15.73,"16.00","27.02","33.30","Banking/Finance","Oil & Gas","Automotive","Metals & Mining","Technology","Cement","18.05","8.21","7.04","6.05","4.92","3.00","14.47","14.72","4.67","3.44","7.58","4.44","14.47","14.72","4.67","3.44","7.58","4.44","Dec-17","204.9","Sep-17","144.1","Jun-17","50.6","Mar-17","23.2","Dec-16","10.4","Sep-16","0.9","Jun-16","0.3","Mar-16","0.2","Dec-15","0.1","Sep-15","0.2","Jun-15","0.1","Mar-15","0.1","Dec-14","0.0","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.0","Sep-13","0.0","Jun-13","0.0","Mar-13","0.0","204.9","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option ","Aditya Birla Sun Life Mutual Fund","Balanced","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Apr 25, 2000","0.8","1.5","4.1","12.6","20.2","11.2","13.0","49","59","59","59","31","25","36","7.3","-1.9","0.5","4.4","-2.7","2.6","8.7","-0.4","13.6","1.6","1.6","7.4","-0.7","3.2","-2.2","2.3","-0.7","2.6","4.0","7.0","15.0","16.0","3.5","27.7","5.3","51.47 (Jan 15, 18)","45.36 (Jan 20, 17)","HDFC Bank","Infosys","ITC","Tata Motors","HDFC","Reliance","Hindalco","ICICI Bank","Bharti Airtel","Maruti Suzuki","Banking/Finance","Technology","Tobacco","Automotive","Banking/Finance","Oil & Gas","Metals & Mining","Banking/Finance","Telecom","Automotive","124.33","82.28","73.00","69.13","63.97","62.68","62.16","57.26","55.97","46.17","4.82","3.19","2.83","2.68","2.48","2.43","2.41","2.22","2.17","1.79",65.05,5.39,13.78,"N.A",0,15.73,"16.00","27.02","33.30","Banking/Finance","Oil & Gas","Automotive","Metals & Mining","Technology","Cement","18.05","8.21","7.04","6.05","4.92","3.00","14.47","14.72","4.67","3.44","7.58","4.44","14.47","14.72","4.67","3.44","7.58","4.44","Dec-17","2,579.4","Sep-17","1,778.7","Jun-17","977.6","Mar-17","324.3","Dec-16","47.9","Sep-16","5.9","Jun-16","4.8","Mar-16","4.4","Dec-15","4.8","Sep-15","4.8","Jun-15","4.6","Mar-15","4.7","Dec-14","4.7","Sep-14","4.6","Jun-14","4.3","Mar-14","4.3","Dec-13","5.9","Sep-13","6.0","Jun-13","7.4","Mar-13","117.3","2,579.4","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Banking And Financial Services Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Sector - Banking & Finance","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Dec 14, 2013","2.1","2.3","8.9","40.6","40.5","19.3","-","24","25","8","7","3","2","-","23.9","-1.7","0.8","12.9","-","7.9","18.3","-0.9","24.5","-","8.0","11.7","-4.0","-2.2","-","2.5","-14.1","0.9","23.2","0.8","49.5","15.9","-0.3","67.4","0.8","29.92 (Jan 09, 18)","20.81 (Jan 20, 17)","ICICI Bank","HDFC Bank","Bajaj Finance","Yes Bank","L&T Finance","IndusInd Bank","PNB Housing Fin","DCB Bank","Cholamandalam","Bharat Fin","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","20.05","13.70","13.63","12.73","8.99","7.97","7.39","6.72","6.33","6.04","11.78","8.05","8.01","7.48","5.28","4.68","4.34","3.95","3.72","3.55",97.22,0,0,"N.A",0,2.77,"40.60","60.84","95.21","Banking/Finance","Conglomerates","Miscellaneous","Manufacturing","-","-","90.18","2.58","2.45","2.01","-","-","95.65","0.00","1.18","0.00","-","-","95.65","0.00","1.18","0.00","-","-","-","-","-","-","-","-","Dec-17","170.2","Sep-17","139.5","Jun-17","100.5","Mar-17","76.8","Dec-16","53.2","Sep-16","36.3","Jun-16","24.0","Mar-16","20.2","Dec-15","20.4","Sep-15","20.3","Jun-15","18.8","Mar-15","16.8","Dec-14","11.4","Sep-14","9.1","Jun-14","6.3","Mar-14","4.0","Dec-13","0.7","170.2","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Banking And Financial Services Fund - Regular Plan (G) ","Aditya Birla Sun Life Mutual Fund","Sector - Banking & Finance","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Dec 14, 2013","2.0","2.0","8.1","38.8","39.1","18.2","-","25","26","11","13","4","3","-","23.6","-1.8","0.6","12.5","-","7.6","18.1","-1.1","24.1","-","7.6","11.5","-4.2","-2.5","-","2.2","-14.3","0.8","22.8","0.8","47.7","15.1","-1.1","65.6","0.8","28.79 (Jan 09, 18)","20.27 (Jan 20, 17)","ICICI Bank","HDFC Bank","Bajaj Finance","Yes Bank","L&T Finance","IndusInd Bank","PNB Housing Fin","DCB Bank","Cholamandalam","Bharat Fin","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","158.74","108.48","107.94","100.80","71.15","63.06","58.48","53.23","50.13","47.84","11.78","8.05","8.01","7.48","5.28","4.68","4.34","3.95","3.72","3.55",97.22,0,0,"N.A",0,2.77,"40.60","60.84","95.21","Banking/Finance","Conglomerates","Miscellaneous","Manufacturing","-","-","90.18","2.58","2.45","2.01","-","-","95.65","0.00","1.18","0.00","-","-","95.65","0.00","1.18","0.00","-","-","-","-","-","-","-","-","Dec-17","1,347.5","Sep-17","1,198.0","Jun-17","1,021.0","Mar-17","839.9","Dec-16","726.2","Sep-16","666.1","Jun-16","534.0","Mar-16","465.8","Dec-15","510.6","Sep-15","516.5","Jun-15","504.7","Mar-15","515.8","Dec-14","419.0","Sep-14","357.1","Jun-14","282.9","Mar-14","187.6","Dec-13","25.4","1,347.5","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Banking and PSU Debt Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Gilt Long Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.5","0.4","-","1.6","9.6","7.6","8.6","6","13","19","50","28","42","34","-1.9","3.5","3.3","2.7","2.6","2.7","2.6","-1.3","4.4","5.2","0.7","5.9","4.5","1.7","-6.5","-0.3","2.3","-0.7","8.4","1.5","1.1","16.0","6.5","18.0","2.8","51.84 (Sep 05, 17)","48.86 (Mar 10, 17)","IDFC Bank Limited (25/04/2018) (ZCB)","7.07% National Bank For Agriculture and Rural Development (01/06/2020) **","8.65% LIC Housing Finance Limited (08/02/2019)","8.04% Small Industries Dev Bank of India (15/03/2019) **","7.14% National Bank For Agriculture and Rural Development (28/04/2020) **","7.21% Housing Development Finance Corporation Limited (24/09/2018) **","7.18% LIC Housing Finance Limited (29/06/2018) **","9.60% LIC Housing Finance Limited (22/01/2019) **","8.39% Housing Development Finance Corporation Limited (15/03/2019) **","7.70% Housing Development Finance Corporation Limited (26/02/2018) **","ICRA AAA","IND AAA","CRISIL AAA","CARE AAA","IND AAA","CRISIL AAA","CARE AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","27.53","18.39","13.01","9.28","9.21","9.18","9.18","4.67","4.64","4.60","8.25","5.51","3.90","2.78","2.76","2.75","2.75","1.40","1.39","1.38",0,0,34.81,"N.A",43.09,22.09,"23.20","32.87","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","114.6","Jun-17","93.2","Mar-17","153.0","Dec-16","174.4","Dec-16","61.7","Sep-16","190.4","Jun-16","254.2","Mar-16","279.5","Dec-15","302.5","Sep-15","351.0","Jun-15","387.5","Mar-15","191.5","Dec-14","81.3","Sep-14","60.4","Jun-14","56.9","Mar-14","55.0","Dec-13","34.0","Sep-13","16.7","Jun-13","15.7","Mar-13","4.0","333.7","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Banking and PSU Debt Fund - Regular Plan (G) ","Aditya Birla Sun Life Mutual Fund","Gilt Long Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Oct 28, 1999","0.4","0.3","-0.3","1.0","8.9","6.8","8.0","8","14","23","56","41","64","48","-2.0","3.3","3.2","2.7","2.6","2.6","2.4","-1.5","4.4","5.2","0.5","5.8","4.3","1.7","-6.6","-0.4","2.2","-0.9","8.3","1.3","0.5","15.2","5.7","17.8","2.4","50.59 (Sep 01, 17)","47.80 (Mar 10, 17)","IDFC Bank Limited (25/04/2018) (ZCB)","7.07% National Bank For Agriculture and Rural Development (01/06/2020) **","8.65% LIC Housing Finance Limited (08/02/2019)","8.04% Small Industries Dev Bank of India (15/03/2019) **","7.14% National Bank For Agriculture and Rural Development (28/04/2020) **","7.21% Housing Development Finance Corporation Limited (24/09/2018) **","7.18% LIC Housing Finance Limited (29/06/2018) **","9.60% LIC Housing Finance Limited (22/01/2019) **","8.39% Housing Development Finance Corporation Limited (15/03/2019) **","7.70% Housing Development Finance Corporation Limited (26/02/2018) **","ICRA AAA","IND AAA","CRISIL AAA","CARE AAA","IND AAA","CRISIL AAA","CARE AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","38.17","25.49","18.04","12.86","12.77","12.72","12.72","6.48","6.43","6.38","8.25","5.51","3.90","2.78","2.76","2.75","2.75","1.40","1.39","1.38",0,0,34.81,"N.A",43.09,22.09,"23.20","32.87","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","487.0","Jun-17","496.5","Mar-17","537.0","Dec-16","562.7","Dec-16","60.1","Sep-16","557.3","Jun-16","576.0","Mar-16","591.0","Dec-15","589.9","Sep-15","536.4","Jun-15","487.7","Mar-15","523.7","Dec-14","333.9","Sep-14","288.8","Jun-14","325.8","Mar-14","413.3","Dec-13","455.3","Sep-13","511.4","Jun-13","533.5","Mar-13","457.2","462.6","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Cash Manager - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 02, 2013","0.4","1.3","3.0","7.0","8.3","8.5","9.0","113","94","76","45","35","31","12","1.8","2.3","2.3","2.5","2.0","1.8","2.0","2.0","2.4","2.2","1.8","2.5","2.3","2.2","2.0","1.3","1.9","1.9","2.4","2.5","7.2","9.3","9.0","9.9","9.6","428.79 (Jan 18, 18)","400.74 (Jan 18, 17)","7.70% Tata Power Company Limited (02/08/2019) **","8.55% Reliance Jio Infocomm Limited (31/07/2018)","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","9.04% Indiabulls Infraestates Ltd (25/09/2020) **","State Government Securities (15/03/2018)","7.04% National Bank For Agriculture and Rural Development (08/06/2020) **","7.76% Kotak Mahindra Prime Limited (29/05/2019) **","7.14% National Bank For Agriculture and Rural Development (27/04/2020) **","8.85% Tata Capital Financial Services Limited (27/04/2018) **","7.07% National Bank For Agriculture and Rural Development (25/05/2020) **","ICRA AA-","CRISIL AAA","ICRA AAA(SO)","CARE AA- (SO)","SOV","IND AAA","CRISIL AAA","CRISIL AAA","CRISIL AA+","IND AAA","134.37","98.82","95.51","76.31","64.22","63.75","62.33","58.77","51.19","50.95","5.67","4.17","4.03","3.22","2.71","2.69","2.63","2.48","2.16","2.15",0,0,86.19,"N.A",9.4,4.39,"19.80","31.91","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","1,997.1","Jun-17","1,462.1","Mar-17","1,748.9","Dec-16","1,811.6","Dec-16","599.2","Sep-16","1,565.3","Jun-16","2,245.5","Mar-16","2,208.6","Dec-15","2,405.7","Sep-15","3,176.0","Jun-15","2,641.6","Mar-15","2,821.5","Dec-14","2,538.8","Sep-14","1,667.5","Jun-14","1,067.3","Mar-14","689.4","Dec-13","648.1","Sep-13","745.8","Jun-13","1,101.9","Mar-13","376.0","2,369.9","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Cash Manager - Inst. Plan (G) ","Aditya Birla Sun Life Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","May 14, 1998","0.3","1.1","2.6","6.1","7.4","7.6","8.3","151","152","155","138","126","131","99","1.6","2.1","2.1","2.4","2.0","1.6","1.8","1.8","2.2","2.1","1.6","2.3","2.1","2.0","2.0","1.1","1.7","1.7","2.2","2.5","6.3","8.4","8.0","9.2","9.5","288.40 (Jan 18, 18)","271.87 (Jan 18, 17)","7.70% Tata Power Company Limited (02/08/2019) **","8.55% Reliance Jio Infocomm Limited (31/07/2018)","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","9.04% Indiabulls Infraestates Ltd (25/09/2020) **","State Government Securities (15/03/2018)","7.04% National Bank For Agriculture and Rural Development (08/06/2020) **","7.76% Kotak Mahindra Prime Limited (29/05/2019) **","7.14% National Bank For Agriculture and Rural Development (27/04/2020) **","8.85% Tata Capital Financial Services Limited (27/04/2018) **","7.07% National Bank For Agriculture and Rural Development (25/05/2020) **","ICRA AA-","CRISIL AAA","ICRA AAA(SO)","CARE AA- (SO)","SOV","IND AAA","CRISIL AAA","CRISIL AAA","CRISIL AA+","IND AAA","3.73","2.74","2.65","2.12","1.78","1.77","1.73","1.63","1.42","1.41","5.67","4.17","4.03","3.22","2.71","2.69","2.63","2.48","2.16","2.15",0,0,86.19,"N.A",9.4,4.39,"19.80","31.91","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","69.8","Jun-17","70.6","Mar-17","71.4","Dec-16","72.5","Dec-16","471.4","Sep-16","71.5","Jun-16","70.2","Mar-16","70.1","Dec-15","71.7","Sep-15","71.4","Jun-15","72.6","Mar-15","80.1","Dec-14","91.1","Sep-14","129.2","Jun-14","157.5","Mar-14","190.3","Dec-13","218.6","Sep-13","260.1","Jun-13","324.8","Mar-13","663.7","65.7","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Cash Manager (G) ","Aditya Birla Sun Life Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","May 14, 1998","0.3","1.1","2.6","6.1","7.4","7.6","8.1","151","152","155","138","126","131","120","1.6","2.1","2.1","2.3","1.8","1.6","1.8","1.8","2.2","2.0","1.6","2.3","2.1","2.0","1.8","1.1","1.7","1.7","2.2","2.3","6.3","8.4","8.0","9.0","8.7","411.33 (Jan 18, 18)","387.76 (Jan 18, 17)","7.70% Tata Power Company Limited (02/08/2019) **","8.55% Reliance Jio Infocomm Limited (31/07/2018)","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","9.04% Indiabulls Infraestates Ltd (25/09/2020) **","State Government Securities (15/03/2018)","7.04% National Bank For Agriculture and Rural Development (08/06/2020) **","7.76% Kotak Mahindra Prime Limited (29/05/2019) **","7.14% National Bank For Agriculture and Rural Development (27/04/2020) **","8.85% Tata Capital Financial Services Limited (27/04/2018) **","7.07% National Bank For Agriculture and Rural Development (25/05/2020) **","ICRA AA-","CRISIL AAA","ICRA AAA(SO)","CARE AA- (SO)","SOV","IND AAA","CRISIL AAA","CRISIL AAA","CRISIL AA+","IND AAA","397.79","292.55","282.73","225.90","190.12","188.72","184.51","173.99","151.54","150.84","5.67","4.17","4.03","3.22","2.71","2.69","2.63","2.48","2.16","2.15",0,0,86.19,"N.A",9.4,4.39,"19.80","31.91","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","6,867.1","Jun-17","6,022.8","Mar-17","5,875.0","Dec-16","5,881.8","Dec-16","586.8","Sep-16","5,543.4","Jun-16","4,611.0","Mar-16","4,159.2","Dec-15","4,196.2","Sep-15","4,114.4","Jun-15","3,620.4","Mar-15","3,668.1","Dec-14","3,600.4","Sep-14","3,642.4","Jun-14","2,961.8","Mar-14","2,216.2","Dec-13","2,080.0","Sep-13","1,781.8","Jun-13","1,686.6","Mar-13","2,172.2","7,015.7","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Cash Plus - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Liquid","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.6","1.6","3.3","6.7","7.2","7.6","8.3","38","14","23","31","27","25","15","1.6","2.0","2.1","2.3","2.0","1.6","1.9","2.0","2.2","2.1","1.6","1.8","2.0","2.2","2.2","1.6","1.6","1.9","2.2","2.4","6.7","7.8","8.4","9.2","9.3","275.32 (Jan 18, 18)","257.93 (Jan 18, 17)","Money Market Instruments / CD","Bills Rediscounting","6.65% IndusInd Bank Limited (21/03/2018)","Kotak Mahindra Bank Limited (22/01/2018) #","Kotak Mahindra Bank Limited (23/02/2018) #","The South Indian Bank Limited (19/03/2018) ** #","ICICI Bank Limited (15/02/2018) ** #","IDFC Bank Limited (08/02/2018) ** #","6.35% IDFC Bank Limited (06/03/2018)","6.35% IDFC Bank Limited (05/03/2018)","","",""," "," ","CARE A1+","ICRA A1+","ICRA A1+","","","3,105.37","810.28","509.56","338.31","336.22","336.22","334.14","294.46","271.49","238.07","14.87","3.88","2.44","1.62","1.61","1.61","1.60","1.41","1.30","1.14",0,0,51.28,"N.A",71.67,-4.3,"24.42","31.48","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","17,996.0","Mar-17","20,766.5","Dec-16","16,733.1","Dec-16","5,869.3","Dec-16","5,869.3","Sep-16","18,201.1","Jun-16","17,332.8","Mar-16","12,855.9","Dec-15","11,707.0","Sep-15","13,908.6","Jun-15","14,889.0","Mar-15","12,055.8","Dec-14","9,862.1","Sep-14","10,586.6","Jun-14","12,052.2","Mar-14","9,512.7","Dec-13","9,225.4","Sep-13","5,429.3","Jun-13","6,455.3","Mar-13","4,534.5","10,000.0","Dec-29-2017","LOW"
"Aditya Birla Sun Life Cash Plus - Institutional Plan (G) (Plan C) ","Aditya Birla Sun Life Mutual Fund","Liquid","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Apr 15, 2003","0.6","1.6","3.3","6.7","7.2","7.5","8.1","54","46","56","31","27","58","75","1.6","2.0","2.1","2.2","2.0","1.6","1.9","2.0","2.2","2.0","1.6","1.8","2.0","2.1","2.1","1.6","1.6","1.9","2.1","2.3","6.6","7.7","8.4","9.1","9.0","456.79 (Jan 18, 18)","428.28 (Jan 18, 17)","Money Market Instruments / CD","Bills Rediscounting","6.65% IndusInd Bank Limited (21/03/2018)","Kotak Mahindra Bank Limited (22/01/2018) #","Kotak Mahindra Bank Limited (23/02/2018) #","The South Indian Bank Limited (19/03/2018) ** #","ICICI Bank Limited (15/02/2018) ** #","IDFC Bank Limited (08/02/2018) ** #","6.35% IDFC Bank Limited (06/03/2018)","6.35% IDFC Bank Limited (05/03/2018)","","",""," "," ","CARE A1+","ICRA A1+","ICRA A1+","","","2.34","0.61","0.38","0.25","0.25","0.25","0.25","0.22","0.20","0.18","14.87","3.88","2.44","1.62","1.61","1.61","1.60","1.41","1.30","1.14",0,0,51.28,"N.A",71.67,-4.3,"24.42","31.48","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","15.4","Mar-17","15.7","Dec-16","15.8","Dec-16","3,860.5","Dec-16","3,860.5","Sep-16","26.6","Jun-16","37.1","Mar-16","47.8","Dec-15","56.3","Sep-15","55.9","Jun-15","57.1","Mar-15","65.0","Dec-14","89.3","Sep-14","15.3","Jun-14","15.9","Mar-14","22.7","Dec-13","27.7","Sep-13","39.8","Jun-13","57.5","Mar-13","88.6","15.7","Dec-29-2017","LOW"
"Aditya Birla Sun Life Cash Plus - Institutional Premium Plan (G) ","Aditya Birla Sun Life Mutual Fund","Liquid","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Mar 29, 2004","0.6","1.6","3.3","6.7","7.2","7.5","8.2","54","46","56","31","27","58","33","1.6","2.0","2.1","2.3","2.0","1.6","1.9","2.0","2.2","2.1","1.6","1.8","2.0","2.1","2.2","1.6","1.6","1.9","2.1","2.4","6.6","7.7","8.4","9.2","9.3","274.30 (Jan 18, 18)","257.18 (Jan 18, 17)","Money Market Instruments / CD","Bills Rediscounting","6.65% IndusInd Bank Limited (21/03/2018)","Kotak Mahindra Bank Limited (22/01/2018) #","Kotak Mahindra Bank Limited (23/02/2018) #","The South Indian Bank Limited (19/03/2018) ** #","ICICI Bank Limited (15/02/2018) ** #","IDFC Bank Limited (08/02/2018) ** #","6.35% IDFC Bank Limited (06/03/2018)","6.35% IDFC Bank Limited (05/03/2018)","","",""," "," ","CARE A1+","ICRA A1+","ICRA A1+","","","1,796.85","468.85","294.84","195.76","194.55","194.55","193.34","170.38","157.09","137.75","14.87","3.88","2.44","1.62","1.61","1.61","1.60","1.41","1.30","1.14",0,0,51.28,"N.A",71.67,-4.3,"24.42","31.48","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","13,259.1","Mar-17","12,981.9","Dec-16","12,208.5","Dec-16","2,883.6","Dec-16","2,883.6","Sep-16","14,001.4","Jun-16","13,625.3","Mar-16","11,037.8","Dec-15","11,372.4","Sep-15","9,553.8","Jun-15","8,855.0","Mar-15","7,860.4","Dec-14","8,388.5","Sep-14","10,193.6","Jun-14","10,432.4","Mar-14","10,545.9","Dec-13","9,506.0","Sep-13","7,007.9","Jun-13","8,750.6","Mar-13","9,829.0","10,000.0","Dec-29-2017","LOW"
